marca,tipo_carroceria,año,kilometraje,tipo_combustible,transmision,cilindrada,potencia,peso,consumo,color,edad_propietarios,calificacion_estado,region_venta,precio
Honda,Pickup,2020,400000,Gasolina,Automática,1812,89,1000,7.0003931333692115,Blanco,3,9.510925649276256,Sur,10300.0
Ford,Minivan,2015,400000,Diesel,Manual,1558,112,1359,6.789552187636565,Amarillo,1,9.469912251160975,Este,4200.0
Hyundai,SUV,2017,400000,Híbrido,Manual,2654,152,1443,4.8444713338334635,Plata,2,9.936407353843842,Norte,7100.0
Chevrolet,SUV,2023,400000,Híbrido,Automática,2188,80,1355,3.9163819424498314,Plata,1,8.853408081350162,Oeste,18700.0
Toyota,SUV,2011,400000,Gasolina,Manual,2096,99,1567,9.494348328515361,Gris,1,4.844699644018263,Oeste,1200.0
Toyota,Coupé,2024,1000,Gasolina,Manual,2121,105,1841,6.405597493963359,Negro,1,4.156064037730828,Centro,11700.0
Toyota,Sedán,2013,400000,Gasolina,Automática,1272,80,1572,7.7499522015458675,Plata,3,3.4191569110205218,Sur,1000.0
Ford,Hatchback,2024,1000,Gasolina,Automática,1676,91,1022,12.513457440402304,Rojo,1,5.308199216137473,Centro,10300.0
Mercedes-Benz,Hatchback,2011,400000,Diesel,Automática,2090,122,1231,6.92303339883423,Verde,1,9.61471392286605,Centro,4200.0
Nissan,SUV,2020,400000,Híbrido,Automática,2864,148,1417,3.5839342591720764,Gris,2,6.94563993508607,Sur,8900.0
Kia,Sedán,2020,400000,Gasolina,Manual,1462,80,1069,5.442139536556791,Blanco,4,5.404737495801711,Norte,3600.0
Chevrolet,Sedán,2012,400000,Gasolina,Automática,1638,91,1496,5.386502071831593,Rojo,2,3.0418662452247434,Oeste,600.0
Ford,Pickup,2011,400000,Gasolina,Manual,2292,106,1522,6.007221463132801,Verde,2,7.02741267388319,Este,1800.0
Toyota,Sedán,2018,400000,Híbrido,Automática,1000,80,1000,3.6498828138389365,Verde,1,9.756876405662178,Sur,8300.0
BMW,Hatchback,2018,400000,Eléctrico,Automática,1900,120,1427,0.0,Azul,1,9.967424135829305,Centro,14600.0
Hyundai,SUV,2015,400000,Gasolina,Manual,1387,80,1471,1.7930923283766056,Gris,1,6.83466019566669,Este,3000.0
Honda,Sedán,2021,400000,Gasolina,Manual,3075,160,1147,6.360120854731388,Rojo,1,8.792094618532738,Sur,9800.0
Chevrolet,SUV,2016,400000,Diesel,Manual,2396,86,1353,10.944953406983123,Verde,4,3.8351821198344944,Sur,2400.0
Chevrolet,Coupé,2023,400000,Diesel,Manual,1537,88,1507,6.172553801302984,Gris,2,9.93847005679241,Norte,16700.0
Nissan,Hatchback,2014,400000,Gasolina,Manual,2039,104,1274,8.491899192563805,Blanco,3,6.760270495499422,Norte,1600.0
Mercedes-Benz,Pickup,2019,400000,Híbrido,Automática,1515,89,1615,5.618338886214942,Negro,2,5.703443773533319,Oeste,14300.0
Nissan,Hatchback,2010,400000,Eléctrico,Automática,1480,80,1181,0.0,Gris,2,5.598245447089582,Oeste,1000.0
Nissan,Hatchback,2013,400000,Gasolina,Manual,1358,80,1341,11.718156851832086,Plata,1,8.67603639316179,Este,1900.0
Toyota,SUV,2022,400000,Gasolina,Manual,1648,98,1333,2.764427375525102,Amarillo,1,9.53418912781613,Oeste,15500.0
Toyota,Coupé,2013,400000,Gasolina,Manual,2195,128,1353,4.1455079873033664,Blanco,3,9.804941570267252,Sur,3500.0
Honda,SUV,2021,400000,Gasolina,Manual,2597,114,1455,7.1278387788330955,Blanco,1,7.184598791591675,Sur,9900.0
Toyota,Hatchback,2023,400000,Gasolina,Manual,1465,80,1231,7.65135340244511,Rojo,1,6.770276624284338,Sur,9400.0
Hyundai,SUV,2023,400000,Gasolina,Automática,1531,80,1261,10.275306696022517,Plata,1,5.0945358383231945,Sur,8700.0
Hyundai,SUV,2017,400000,Gasolina,Manual,3126,170,1183,9.826875936567816,Rojo,3,7.848701378858092,Norte,5100.0
Toyota,Sedán,2014,400000,Gasolina,Automática,2066,109,1429,6.541160218788272,Amarillo,2,4.024659765948483,Sur,1400.0
Kia,Sedán,2024,1000,Gasolina,Automática,1849,102,1529,9.486195725777614,Azul,2,9.937876029950262,Sur,20600.0
Honda,Hatchback,2012,400000,Gasolina,Automática,1583,80,1345,10.768780813043154,Blanco,2,9.192777054329424,Sur,1900.0
Ford,Sedán,2010,400000,Diesel,Manual,1670,80,1234,10.718339401223233,Gris,1,7.324957941602478,Centro,1300.0
Honda,SUV,2024,1000,Diesel,Automática,2023,90,1247,8.51352343321369,Azul,1,6.013745982877371,Este,19600.0
Ford,Coupé,2010,400000,Gasolina,Automática,2574,126,1514,7.270234870873576,Plata,1,8.972167439979456,Este,1900.0
Honda,Hatchback,2014,400000,Gasolina,Manual,1440,80,1000,7.865215443973548,Blanco,3,7.272698021770416,Sur,2100.0
Chevrolet,Sedán,2017,400000,Diesel,Manual,1878,80,1351,13.200877883705036,Verde,1,9.309808168503375,Sur,5000.0
Ford,Pickup,2018,400000,Gasolina,Automática,2893,159,1227,7.898960996738057,Plata,2,5.541634421645522,Este,4700.0
Audi,Sedán,2019,400000,Eléctrico,Manual,1233,80,1224,0.0,Azul,3,8.970844410501075,Oeste,18900.0
Toyota,Hatchback,2019,400000,Gasolina,Automática,2632,139,1552,7.259033690658154,Gris,1,3.028978571026094,Centro,2300.0
Toyota,SUV,2011,400000,Diesel,Manual,3049,173,1372,10.031491768297954,Negro,2,4.292464938894391,Centro,1300.0
Toyota,Sedán,2014,400000,Gasolina,Manual,2020,93,1232,8.663927398092225,Rojo,4,8.507766017909946,Oeste,2900.0
Nissan,Sedán,2023,400000,Diesel,Manual,2657,132,1467,10.43821360925425,Verde,3,8.43621162553026,Sur,12000.0
Toyota,Sedán,2013,400000,Híbrido,Manual,1041,80,1488,3.9637853679694715,Rojo,1,6.142489279880952,Este,2100.0
Kia,Sedán,2021,400000,Híbrido,Automática,1866,88,1621,2.920803780931719,Amarillo,2,4.217778711011656,Centro,4300.0
Chevrolet,Sedán,2012,400000,Eléctrico,Automática,2539,129,1425,0.0,Amarillo,2,3.3583753842169095,Oeste,1100.0
Chevrolet,Minivan,2020,400000,Gasolina,Automática,1278,80,1296,8.54453193751538,Azul,1,5.309763551297646,Oeste,4900.0
Nissan,SUV,2017,400000,Gasolina,Automática,2653,106,1723,6.333019928949408,Blanco,1,7.464321922784176,Norte,4300.0
Honda,Pickup,2011,400000,Gasolina,Manual,3261,189,1699,10.701850509910404,Blanco,2,5.747280263165815,Oeste,1500.0
Honda,SUV,2011,400000,Gasolina,Automática,1635,87,1887,9.487026113684287,Gris,2,9.02953588713386,Norte,2500.0
Ford,Hatchback,2014,400000,Gasolina,Automática,2371,122,1629,5.305371750602271,Amarillo,3,3.7736201715910136,Norte,1200.0
Nissan,Sedán,2019,400000,Híbrido,Automática,2481,126,1531,4.548654059773129,Blanco,1,4.559242670883193,Centro,4100.0
Honda,Sedán,2019,400000,Híbrido,Automática,2802,166,1000,3.959870049739601,Blanco,1,8.137580726975601,Sur,8400.0
Toyota,SUV,2019,400000,Gasolina,Automática,1428,80,1724,9.117542526855217,Blanco,2,7.666773607335317,Sur,8400.0
Audi,Coupé,2010,400000,Gasolina,Manual,1673,92,1401,7.247321861179265,Plata,3,6.157359853907236,Oeste,2500.0
Toyota,Sedán,2021,400000,Gasolina,Automática,2322,135,1360,6.352563777843436,Plata,1,9.500516168480377,Este,10800.0
Kia,SUV,2016,400000,Diesel,Manual,2045,121,1491,8.67928314430718,Amarillo,2,3.320900563059945,Este,1700.0
Hyundai,Sedán,2018,400000,Gasolina,Automática,2911,159,1270,10.955010627755273,Negro,2,3.6679192602537403,Norte,2200.0
Honda,SUV,2023,400000,Híbrido,Manual,1847,86,1608,4.868365613777022,Amarillo,1,3.18411978291694,Oeste,7000.0
Toyota,Hatchback,2011,400000,Diesel,Automática,1787,100,1085,8.348905038548951,Plata,2,7.287358887490269,Oeste,1400.0
Toyota,Hatchback,2024,1000,Diesel,Automática,2184,122,1600,6.108733516315055,Amarillo,1,3.8068576927688995,Sur,9300.0
Mazda,Sedán,2019,400000,Gasolina,Automática,2173,112,1512,6.499471149256404,Verde,1,8.921991407738275,Este,7200.0
Mazda,Sedán,2010,400000,Gasolina,Automática,1939,88,1401,9.329639693004271,Verde,2,6.89267703141548,Centro,1200.0
Hyundai,SUV,2018,400000,Híbrido,Automática,1539,80,1661,4.9113582157334665,Rojo,3,4.20345382222397,Oeste,3400.0
Mercedes-Benz,Minivan,2022,400000,Diesel,Automática,2071,104,1540,9.519966481699194,Verde,2,7.653673601511078,Oeste,23300.0
Mazda,SUV,2022,400000,Eléctrico,Manual,2231,100,2046,0.0,Azul,2,7.960028119539889,Sur,16700.0
Honda,SUV,2011,400000,Gasolina,Automática,1574,90,1276,10.576284082135494,Negro,1,9.562739311845322,Centro,2700.0
Honda,SUV,2018,400000,Diesel,Automática,1431,80,1408,8.996195090107747,Blanco,2,4.077023324711253,Centro,3900.0
Kia,Sedán,2023,400000,Gasolina,Automática,2185,135,1438,10.766929401086916,Rojo,2,4.895041105224937,Centro,6300.0
Honda,Pickup,2022,400000,Diesel,Automática,3547,164,1612,7.938383394530666,Negro,1,3.553139173985603,Centro,5900.0
Toyota,Sedán,2017,400000,Diesel,Manual,2632,134,1423,9.692824934841848,Azul,2,8.029695995293086,Este,5300.0
Mazda,Hatchback,2016,400000,Diesel,Manual,1907,115,1128,10.657562341905368,Negro,3,9.852950549963468,Norte,3800.0
Ford,SUV,2020,400000,Diesel,Automática,1897,85,1000,11.79167537812538,Rojo,1,4.384885949023202,Centro,5800.0
Mercedes-Benz,Hatchback,2010,400000,Gasolina,Automática,2086,84,1239,11.330899397021817,Negro,1,9.279733692331344,Norte,3200.0
Mazda,Sedán,2013,400000,Eléctrico,Automática,1710,93,1499,0.0,Rojo,3,8.496246071814276,Norte,3400.0
Toyota,Coupé,2024,1000,Eléctrico,Automática,2207,83,1461,0.0,Negro,1,4.072763281028751,Sur,14900.0
Mercedes-Benz,Sedán,2020,400000,Gasolina,Automática,1269,80,1208,6.258825488312693,Negro,2,7.651228282879891,Centro,15500.0
Honda,Hatchback,2020,400000,Híbrido,Automática,1777,80,1347,3.1990608391144693,Verde,1,3.852144226053928,Este,3700.0
Ford,Pickup,2016,400000,Gasolina,Automática,2686,138,1140,3.5983346089307435,Negro,1,5.680033688250878,Sur,3300.0
Ford,SUV,2015,400000,Diesel,Manual,2364,136,1278,6.083389049890601,Rojo,3,8.359277554557622,Sur,4400.0
Toyota,SUV,2010,400000,Gasolina,Automática,2352,117,1595,7.675437488420271,Negro,1,9.557101541766363,Norte,2500.0
Chevrolet,Minivan,2016,400000,Eléctrico,Automática,2570,132,1232,0.0,Amarillo,4,8.03962939573021,Oeste,5800.0
Toyota,Sedán,2023,400000,Gasolina,Automática,1840,88,1635,5.885427615589521,Verde,1,4.5883587323028,Este,7700.0
Ford,Coupé,2024,1000,Gasolina,Manual,1308,88,1033,8.869670496563097,Azul,1,8.483215978941328,Centro,20600.0
Ford,Sedán,2011,400000,Gasolina,Manual,2108,97,1267,6.60667838228925,Azul,1,7.0447712436688015,Centro,1400.0
Hyundai,SUV,2021,400000,Gasolina,Automática,2239,137,1781,8.969646591766281,Plata,2,6.0588704943532905,Este,7400.0
Kia,Sedán,2022,400000,Diesel,Manual,2873,151,1000,8.506060945279431,Plata,3,4.524036675309283,Centro,5300.0
Honda,Sedán,2023,400000,Gasolina,Manual,1657,91,1391,8.576613229353942,Plata,1,8.157799800261714,Oeste,13600.0
Ford,Sedán,2022,400000,Diesel,Manual,1877,111,1538,8.612297047768855,Plata,2,6.022687004637392,Oeste,7600.0
Ford,Sedán,2017,400000,Eléctrico,Automática,2595,119,1419,0.0,Amarillo,2,4.982835373507545,Centro,3800.0
Honda,Minivan,2011,400000,Diesel,Automática,2451,130,1599,8.407285755658604,Plata,3,4.012149158783475,Sur,1000.0
Hyundai,Pickup,2013,400000,Híbrido,Automática,1272,80,1585,3.8124000860342413,Azul,1,7.411821115836581,Centro,2700.0
Mazda,Sedán,2015,400000,Gasolina,Manual,2585,157,1261,8.05591382981511,Blanco,1,7.202240981710476,Centro,2700.0
Honda,Sedán,2017,400000,Gasolina,Automática,2876,146,1537,10.31903889512353,Negro,1,9.838486373643658,Este,5900.0
Ford,Hatchback,2021,400000,Gasolina,Automática,1750,98,1338,8.446027185673392,Azul,1,8.010456243464834,Oeste,6500.0
Toyota,SUV,2020,400000,Gasolina,Manual,2583,163,1462,9.947568552594484,Azul,2,6.677110806919597,Sur,9200.0
Nissan,Pickup,2012,400000,Híbrido,Manual,2341,135,1262,6.429026453355541,Gris,1,5.426775619275586,Este,1800.0
Toyota,SUV,2021,400000,Gasolina,Automática,1582,80,1886,8.697277571197901,Blanco,1,7.998805102056223,Este,10700.0
Audi,Hatchback,2015,400000,Híbrido,Automática,1359,108,1314,5.771983430716914,Rojo,1,5.230022042770239,Sur,4600.0
Hyundai,Hatchback,2023,400000,Gasolina,Automática,2211,96,1200,8.644870195309561,Verde,2,4.890997287621387,Sur,5100.0
Ford,Hatchback,2015,400000,Diesel,Manual,2562,123,1599,7.638010895231771,Blanco,2,8.63475432871141,Este,3200.0
Nissan,Sedán,2010,400000,Gasolina,Automática,1830,96,1376,9.202909311412652,Gris,1,4.988972421557301,Centro,800.0
BMW,SUV,2015,400000,Gasolina,Automática,1417,80,1595,8.776320636079975,Azul,3,4.010532499246656,Sur,3700.0
Nissan,Sedán,2010,400000,Diesel,Automática,1000,80,1342,8.974724603984123,Blanco,1,4.2803335165491445,Norte,600.0
Honda,Hatchback,2018,400000,Gasolina,Automática,2070,92,1140,5.041776824057103,Negro,1,6.829348806174186,Sur,4200.0
Ford,SUV,2013,400000,Diesel,Automática,1630,82,1633,6.235940084794963,Plata,5,8.60335072586865,Este,3400.0
Kia,Pickup,2014,400000,Gasolina,Automática,1590,80,1197,5.625963314114388,Negro,1,4.619824346169397,Norte,1400.0
Mazda,Sedán,2010,400000,Gasolina,Manual,2856,128,1206,9.082204372022503,Blanco,1,7.201944815198024,Este,1200.0
Mazda,SUV,2022,400000,Híbrido,Automática,2388,136,1366,5.810074877009887,Azul,1,3.223791319259141,Oeste,6400.0
Kia,Sedán,2010,400000,Gasolina,Manual,2347,129,1271,9.298256629241367,Azul,1,6.160298703244096,Oeste,800.0
BMW,Hatchback,2021,400000,Diesel,Automática,1975,88,1207,7.288767102050776,Gris,1,3.8441153408045943,Centro,7000.0
BMW,Pickup,2018,400000,Gasolina,Manual,2269,112,1106,9.680547125005457,Rojo,1,9.872481198792556,Sur,15400.0
Toyota,Pickup,2015,400000,Diesel,Automática,2157,132,1572,6.7504266846200816,Negro,2,5.9677086232034116,Este,3000.0
Nissan,Coupé,2022,400000,Gasolina,Manual,1830,95,1682,8.411684103734268,Gris,2,4.2637525810329375,Norte,5400.0
Hyundai,Minivan,2019,400000,Gasolina,Automática,1991,90,1260,9.20848671424472,Rojo,1,8.310287909071072,Sur,6000.0
Hyundai,Pickup,2023,400000,Gasolina,Manual,2616,128,1652,8.326515429331035,Plata,2,4.408797426476084,Centro,6800.0
Nissan,Sedán,2022,400000,Gasolina,Automática,2178,109,1475,9.394563167674587,Negro,2,3.103309269079694,Este,3400.0
Honda,Sedán,2019,400000,Gasolina,Automática,3204,146,1533,7.750988816659071,Azul,1,5.671660450027671,Este,4700.0
Hyundai,SUV,2015,400000,Diesel,Automática,2647,137,1523,9.423974430105828,Negro,2,7.315207647697915,Oeste,3400.0
Hyundai,Minivan,2014,400000,Diesel,Manual,1968,106,1288,6.488169199603304,Azul,2,5.041538117615525,Centro,1700.0
Toyota,SUV,2015,400000,Gasolina,Automática,2110,120,1252,6.412370007359157,Azul,4,5.979383711109378,Este,3400.0
Chevrolet,Sedán,2023,400000,Gasolina,Manual,2011,101,1363,8.05900386160395,Plata,3,5.05529854084333,Oeste,7300.0
Honda,Coupé,2017,400000,Gasolina,Automática,2710,125,1369,5.442105226174371,Plata,1,9.193420753040343,Oeste,6200.0
Ford,SUV,2016,400000,Gasolina,Automática,1420,80,1584,10.992627150354368,Blanco,2,4.717878822004474,Norte,2700.0
Toyota,Hatchback,2016,400000,Gasolina,Automática,1940,103,1463,8.460699686315303,Rojo,1,3.8849252403185695,Centro,1400.0
Ford,Pickup,2018,400000,Gasolina,Manual,2358,107,1418,9.110476771203823,Gris,4,5.60837897878004,Centro,4300.0
Nissan,Pickup,2018,400000,Eléctrico,Manual,2275,124,1506,0.0,Verde,1,5.280300555048703,Este,4800.0
Nissan,Pickup,2022,400000,Diesel,Automática,2753,162,1193,9.026299988297168,Verde,1,7.131825938751703,Norte,11400.0
Mazda,Pickup,2018,400000,Gasolina,Manual,1802,111,1510,9.368955088236,Plata,1,8.173204629245125,Sur,6200.0
Kia,Hatchback,2010,400000,Gasolina,Automática,1223,80,1444,7.873521209296455,Blanco,2,8.900567997758818,Este,1000.0
Honda,SUV,2021,400000,Diesel,Automática,2259,130,2139,6.87021987727954,Rojo,3,7.516296823691646,Oeste,11800.0
Toyota,Hatchback,2020,400000,Gasolina,Automática,2109,106,1163,5.725236557703333,Amarillo,1,9.933535348762266,Sur,7800.0
Kia,Pickup,2020,400000,Diesel,Automática,2236,103,1488,10.067977378737481,Rojo,5,7.176243700606321,Sur,6500.0
Honda,SUV,2015,400000,Híbrido,Manual,1816,80,1261,2.942531287961637,Negro,4,3.112562003170582,Este,1900.0
Audi,Sedán,2024,1000,Gasolina,Automática,2318,125,1431,7.386047041557197,Blanco,3,4.095604891920086,Norte,18800.0
Kia,SUV,2014,400000,Gasolina,Automática,1887,105,1670,6.041975600819522,Blanco,1,5.478715209997259,Centro,1900.0
Chevrolet,Hatchback,2017,400000,Diesel,Manual,2346,109,1779,7.236835430966782,Negro,1,5.287583556582463,Norte,2300.0
Audi,Sedán,2020,400000,Eléctrico,Manual,1936,83,1257,0.0,Verde,5,5.131277120498665,Este,11800.0
Toyota,Pickup,2019,400000,Gasolina,Automática,2797,135,1350,7.967244763416739,Gris,1,7.612329731847003,Centro,7600.0
Ford,Sedán,2022,400000,Diesel,Manual,1119,80,1000,8.220944963608332,Verde,1,4.993512828818805,Sur,6000.0
Nissan,Sedán,2017,400000,Gasolina,Automática,1117,80,1738,6.385289598768799,Plata,4,5.369982521766394,Oeste,2600.0
Ford,Sedán,2017,400000,Gasolina,Manual,2332,104,1263,9.335836985330966,Azul,2,9.377625841972657,Norte,5500.0
Mercedes-Benz,Hatchback,2014,400000,Diesel,Manual,1267,80,1043,5.636956423978095,Negro,3,9.601549257416307,Centro,5700.0
Toyota,Sedán,2019,400000,Híbrido,Manual,2086,93,1434,3.8817297914825275,Plata,1,3.0187141955969787,Norte,2800.0
Nissan,SUV,2020,400000,Diesel,Manual,1760,86,1172,7.829543253498279,Azul,2,6.309193592273601,Centro,6600.0
Nissan,Coupé,2019,400000,Diesel,Automática,2674,126,1209,12.449156366351044,Blanco,2,5.765363764023688,Oeste,5200.0
Mazda,Pickup,2010,400000,Gasolina,Manual,2029,90,1244,8.979426595763973,Verde,1,6.440740741483877,Este,1200.0
Honda,Pickup,2022,400000,Gasolina,Automática,1742,109,1652,4.773855837508782,Negro,2,9.708024213585901,Este,15500.0
Ford,Hatchback,2013,400000,Gasolina,Automática,2842,115,1740,8.759176637165858,Azul,1,8.026169449901026,Centro,2100.0
Kia,Pickup,2016,400000,Gasolina,Automática,2322,99,1499,7.859666309054379,Gris,1,9.698332217503461,Centro,4700.0
Honda,Pickup,2011,400000,Diesel,Manual,1441,80,1363,7.1837051547618795,Plata,1,5.4524865902333906,Este,1400.0
Kia,Minivan,2016,400000,Gasolina,Automática,1042,80,1152,6.898814217709007,Verde,2,4.05066716171025,Sur,1600.0
Nissan,Sedán,2014,400000,Diesel,Manual,2662,148,1318,8.408195868174703,Plata,1,7.593224451853491,Sur,2400.0
Hyundai,Sedán,2015,400000,Diesel,Automática,2167,105,1467,7.521498051353701,Plata,1,6.9348250310006785,Sur,2600.0
Mazda,Sedán,2015,400000,Gasolina,Automática,2432,129,1528,9.265904507795488,Blanco,1,8.963609726057298,Oeste,4000.0
Honda,Coupé,2024,1000,Gasolina,Manual,2587,100,1527,5.389469830078777,Verde,3,9.120913162928348,Centro,26200.0
Nissan,Hatchback,2014,400000,Diesel,Automática,2300,101,1491,5.587813149169548,Azul,1,5.793278173304582,Norte,1600.0
Kia,SUV,2019,400000,Eléctrico,Manual,2154,95,1491,0.0,Plata,3,8.933337542419666,Norte,8800.0
Chevrolet,SUV,2016,400000,Diesel,Automática,1944,111,1477,8.545231113654534,Rojo,1,5.241732651722198,Centro,3400.0
Audi,Pickup,2013,400000,Gasolina,Manual,2216,116,1513,9.762759247548365,Verde,1,4.434874850525093,Este,3100.0
Chevrolet,Coupé,2022,400000,Gasolina,Automática,1837,91,1133,6.244565594207217,Plata,1,6.234130471623611,Centro,8900.0
Toyota,Hatchback,2010,400000,Gasolina,Automática,2668,133,1161,6.26428664451133,Blanco,1,8.850722635145912,Sur,1500.0
Ford,Pickup,2018,400000,Gasolina,Manual,2353,112,1601,5.068971946903581,Negro,3,6.299864472091826,Sur,5400.0
Mercedes-Benz,SUV,2016,400000,Diesel,Automática,2742,138,1427,8.178692488227158,Plata,1,6.255497582169308,Norte,9700.0
Ford,SUV,2018,400000,Diesel,Automática,2168,108,1618,5.689011324770433,Plata,1,3.395165191241371,Centro,3300.0
Kia,Coupé,2021,400000,Gasolina,Automática,2041,93,1593,9.178173313225873,Negro,2,3.7642877492861317,Norte,3700.0
BMW,Pickup,2020,400000,Gasolina,Automática,1958,88,1278,10.025858870803702,Azul,1,6.192854286868499,Este,12700.0
Ford,Hatchback,2018,400000,Gasolina,Automática,2855,143,1652,11.03944046799827,Azul,1,6.39124870585276,Oeste,3500.0
Toyota,Sedán,2016,400000,Híbrido,Manual,1409,80,1705,3.4928388644304023,Amarillo,3,3.6788004673562473,Oeste,1900.0
Hyundai,Sedán,2024,1000,Gasolina,Automática,1078,80,1370,9.313335270047553,Rojo,2,3.6121266146789344,Este,6700.0
Ford,Sedán,2011,400000,Diesel,Automática,1904,85,1685,12.320190337249777,Blanco,1,7.250448611971436,Sur,1600.0
Hyundai,Hatchback,2020,400000,Gasolina,Automática,1948,80,1321,7.260112366391963,Negro,1,6.787081559057434,Sur,4100.0
Chevrolet,SUV,2011,400000,Diesel,Automática,2555,124,1514,9.034597083503211,Blanco,1,8.123015290055395,Sur,2100.0
Chevrolet,Coupé,2013,400000,Gasolina,Manual,2697,146,1599,6.777067404868532,Azul,1,7.9787434285858145,Norte,2600.0
Hyundai,Hatchback,2018,400000,Gasolina,Manual,1939,107,1293,6.101337923416182,Negro,1,4.987241428441161,Norte,2300.0
Ford,Sedán,2022,400000,Diesel,Manual,1795,80,1375,7.3862732136683125,Gris,1,7.652034520069182,Oeste,9700.0
Chevrolet,Sedán,2016,400000,Gasolina,Manual,1000,80,1282,8.091889892917777,Rojo,1,7.002312696921786,Sur,3000.0
Ford,Pickup,2018,400000,Gasolina,Manual,3185,170,1362,8.47822068707308,Amarillo,1,3.0653573710612285,Sur,2600.0
Ford,SUV,2013,400000,Gasolina,Automática,2316,120,1704,8.68295135226887,Gris,1,5.958011755205632,Este,2200.0
Chevrolet,Hatchback,2018,400000,Gasolina,Manual,2668,125,1366,10.220391837219552,Azul,1,7.865253409218194,Oeste,4400.0
Kia,Hatchback,2016,400000,Gasolina,Automática,2555,111,1412,8.172249387063939,Verde,1,9.373348962638442,Norte,3200.0
Ford,Sedán,2017,400000,Diesel,Manual,1107,80,1534,6.276150415401288,Negro,3,3.887309256317612,Oeste,2000.0
Chevrolet,Sedán,2010,400000,Híbrido,Automática,1756,80,1249,4.921962436029223,Azul,1,4.503646760126346,Sur,900.0
Mazda,SUV,2018,400000,Gasolina,Automática,2002,80,1166,6.168105303004356,Negro,2,8.316837401218445,Sur,7000.0
Honda,SUV,2021,400000,Gasolina,Manual,1919,114,1298,13.49909417558679,Blanco,1,3.641582148230907,Norte,5100.0
Honda,Hatchback,2017,400000,Gasolina,Automática,2424,116,1301,5.919411689823777,Negro,1,3.1797447536618524,Norte,1700.0
Mercedes-Benz,Hatchback,2010,400000,Gasolina,Automática,1330,80,1307,10.626758682895476,Azul,1,5.285461979774135,Oeste,1800.0
Hyundai,Minivan,2023,400000,Gasolina,Automática,1792,92,1594,9.049102162363369,Blanco,1,5.203337413702612,Centro,7400.0
Nissan,Pickup,2022,400000,Diesel,Manual,2001,111,1036,7.66842648061689,Blanco,2,6.375378809987174,Sur,8200.0
Mazda,SUV,2017,400000,Gasolina,Automática,1530,80,1735,11.028460925064685,Negro,1,4.748130596427925,Sur,3500.0
Toyota,SUV,2024,1000,Gasolina,Automática,2475,125,1652,6.966730261047733,Blanco,3,3.0603053368570308,Centro,9700.0
Nissan,Hatchback,2024,1000,Híbrido,Manual,2146,109,1000,3.8855502965363335,Amarillo,2,9.39951648263927,Oeste,20100.0
Chevrolet,Sedán,2014,400000,Híbrido,Automática,2609,128,1453,3.975663025936168,Amarillo,1,9.84191844917611,Este,4100.0
Nissan,Minivan,2012,400000,Eléctrico,Manual,3016,129,1149,0.0,Azul,1,9.950303832903995,Este,3400.0
Ford,SUV,2017,400000,Diesel,Manual,1912,99,1425,7.9876402890384846,Verde,2,9.786956661601952,Sur,7100.0
Toyota,Coupé,2020,400000,Híbrido,Automática,2426,128,1193,6.545009071816558,Rojo,4,8.722481059982831,Este,12600.0
Honda,Minivan,2020,400000,Gasolina,Automática,1051,80,1278,8.282530329720704,Gris,1,7.068923711662583,Oeste,7800.0
Mercedes-Benz,Hatchback,2012,400000,Gasolina,Manual,1268,80,1341,11.289452867666366,Amarillo,1,6.6712730403786535,Este,3000.0
Ford,Sedán,2017,400000,Gasolina,Automática,2160,113,1459,7.665597201334596,Negro,1,3.4372126286702303,Norte,1800.0
Chevrolet,Hatchback,2014,400000,Diesel,Manual,1844,100,1384,9.533966872769373,Amarillo,1,9.16601851363236,Oeste,2600.0
Toyota,Hatchback,2017,400000,Híbrido,Manual,2806,151,1408,4.135894380670189,Blanco,4,4.606201052464825,Centro,2900.0
Toyota,Pickup,2012,400000,Gasolina,Automática,2310,137,1637,6.75213928728385,Blanco,2,8.192476872049282,Sur,2500.0
Mazda,Sedán,2019,400000,Diesel,Automática,1284,80,1542,9.347643525055032,Azul,1,7.882098286481484,Oeste,6300.0
Chevrolet,SUV,2015,400000,Diesel,Manual,2153,114,1441,9.121231994624017,Blanco,2,8.260715807424864,Este,4100.0
Chevrolet,Coupé,2021,400000,Híbrido,Manual,1774,80,1338,5.316215057301297,Blanco,1,3.8771850945309483,Oeste,4900.0
Honda,Minivan,2015,400000,Diesel,Automática,2668,112,1742,6.950977521563544,Rojo,1,6.097951446797788,Centro,2900.0
Hyundai,Sedán,2013,400000,Eléctrico,Automática,1897,108,1558,0.0,Verde,3,7.95627119818448,Oeste,2500.0
Honda,Coupé,2014,400000,Gasolina,Automática,1838,108,1246,8.020422747462783,Negro,5,3.0956324925530323,Centro,1200.0
Honda,Sedán,2021,400000,Gasolina,Manual,1502,92,1502,7.115596288216442,Negro,3,5.901198789477647,Centro,5600.0
Chevrolet,Pickup,2021,400000,Gasolina,Automática,1426,80,1522,8.675175267426178,Azul,1,5.243333568705062,Oeste,6100.0
Honda,Sedán,2016,400000,Gasolina,Automática,1605,80,1529,7.454504347895525,Rojo,2,8.647781848370208,Sur,3700.0
Honda,Minivan,2010,400000,Gasolina,Automática,2485,105,1414,8.964125753764982,Rojo,2,6.639811925158306,Sur,1400.0
Mazda,Hatchback,2017,400000,Diesel,Automática,2851,117,1842,6.104737502372714,Rojo,1,6.979743796378272,Este,3600.0
